query,results,precision,recall,f_score
636065863,"['681687049', '636128593', '636119677', '637376729', '635486083', '681291434', '636070081', '637412303', '638000527', '680435946']",0.0,0.0,0.0
636076873,"['635446201', '683185124', '681581892', '683066592', '637905271', '638884031', '681557890', '680149503', '682623986', '631441607']",0.0,0.0,0.0
636099299,"['635486083', '636119677', '636823617', '637296357', '638506433', '636317151', '636128593', '637468441', '639259485', '685001991']",0.0,0.0,0.0
636130177,"['686420498', '685119990', '637383287', '635837319', '682923815', '638753989', '680164949', '682167267', '682157852', '681868804']",0.0,0.0,0.0
636144003,"['686595073', '683332827', '683705758', '682603540', '682268779', '683752892', '681737857', '637041665', '683918695', '683023278']",0.09,0.005421686746987951,0.010227272727272725
636165463,"['637296357', '635918489', '685524112', '635784765', '683144080', '683705758', '638585395', '638056061', '680460824', '682268779']",0.18,0.010843373493975903,0.020454545454545454
636204623,"['635486083', '636823617', '685506249', '686186672', '636070081', '636159881', '636510059', '634719691', '638791029', '635956949']",0.18,0.010843373493975903,0.020454545454545454
636253229,"['636389181', '636814931', '635679513', '682540930', '681249774', '680929035', '680199319', '637001811', '636584691', '635942685']",0.18,0.010843373493975902,0.02045454545454545
636296011,"['636070081', '639182903', '634421795', '681223890', '638531733', '638791029', '637545251', '637628809', '635486083', '635896393']",0.0,0.0,0.0
636301211,"['637582653', '685491900', '638076059', '637211011', '636566357', '636464343', '637186603', '636540891', '637511333', '637170755']",0.09,0.005421686746987951,0.010227272727272725
636319711,"['684254187', '682027838', '680733853', '682878836', '633182271', '637182123', '636539921', '682106921', '683113510', '685227184']",0.0,0.0,0.0
636397803,"['681450755', '635725459', '681406483', '684546866', '682752402', '636177385', '633438885', '680008640', '681213150', '629789185']",0.0,0.0,0.0
636411213,"['637326807', '636762725', '636317151', '638506433', '637527237', '638791029', '634421795', '637001811', '682540930', '635942685']",0.0,0.0,0.0
636471147,"['638255587', '681242667', '636727111', '681157439', '634315557', '630157603', '684253536', '630401273', '684339400', '636353705']",0.0,0.0,0.0
636510059,"['681269466', '636070081', '635486083', '637749629', '629999899', '637001811', '639157107', '686186672', '635942685', '637512501']",0.09,0.005421686746987951,0.010227272727272725
636511383,"['686460539', '638051803', '682998347', '682564650', '685287795', '682915824', '636128593', '635728557', '683469637', '685182424']",0.0,0.0,0.0
636538367,"['685119990', '638339245', '687168172', '681868804', '682812827', '635679513', '682029887', '634783695', '685715338', '681080584']",0.09,0.005421686746987951,0.010227272727272725
636554315,"['680485591', '634348243', '637351571', '682540930', '636070081', '683585165', '638791029', '680184214', '634984739', '680788506']",0.18,0.010843373493975902,0.02045454545454545
636603491,"['680184214', '635375207', '636070081', '635752441', '637138227', '637249539', '634421795', '636913735', '680165947', '635650961']",0.0,0.0,0.0
636662341,"['635464285', '684826189', '636070081', '681080584', '680184214', '636976063', '638791029', '635338853', '681749796', '637211061']",0.09,0.005421686746987951,0.010227272727272725
636682437,"['636877751', '638335589', '635375207', '637249539', '634982123', '636008411', '636153509', '636808797', '635650961', '636693965']",0.18,0.010843373493975903,0.020454545454545454
636682931,"['634531627', '630486437', '685535089', '632491609', '631411633', '637370651', '637975823', '633506135', '631335543', '681757661']",0.0,0.0,0.0
636693965,"['635187357', '637322321', '636877751', '638076059', '681690327', '635375207', '636808797', '636153509', '637465249', '636025089']",0.09,0.005421686746987951,0.010227272727272725
636728333,"['635752441', '637760225', '637262033', '682829304', '637848799', '637881235', '680913698', '636814931', '680073197', '685277608']",0.09,0.005421686746987951,0.010227272727272725
636752209,"['684920303', '685418199', '635983931', '636189513', '684636108', '685012164', '627966173', '636491841', '635322359', '634773809']",0.09,0.005421686746987951,0.010227272727272725
636784459,"['685119990', '681444382', '680834175', '684645271', '683945493', '684235171', '637383287', '682167267', '682437870', '681745977']",0.0,0.0,0.0
636802273,"['636855929', '683803994', '683651541', '680452148', '685634357', '635379825', '682045177', '680844484', '685682758', '683347384']",0.0,0.0,0.0
636805599,"['636768045', '637138227', '636128593', '637322321', '636153509', '637273555', '636937137', '638000527', '680165947', '681223890']",0.0,0.0,0.0
636814931,"['636682437', '685277608', '638541971', '638791029', '634421795', '636153509', '635650961', '635752441', '637662353', '636204941']",0.18,0.010843373493975903,0.020454545454545454
636860113,"['635486083', '638791029', '681291434', '682540930', '637281205', '636540891', '636510059', '637545251', '683373213', '636813299']",0.18,0.010843373493975903,0.020454545454545454
636864871,"['635752441', '637049417', '637527237', '638531733', '637138227', '680966564', '636477423', '682540930', '637454495', '637001811']",0.09,0.005421686746987951,0.010227272727272725
636880489,"['634719691', '634633383', '634982123', '638335589', '636153509', '683145208', '635650961', '634421795', '680472987', '637249539']",0.09,0.005421686746987951,0.010227272727272725
636928875,"['636899911', '632839363', '633522979', '631929209', '638075481', '680161200', '684240519', '683169815', '681386751', '632996019']",0.09,0.005421686746987951,0.010227272727272725
636929231,"['636957033', '637628809', '638791029', '681280789', '682540930', '634421795', '636693965', '638506433', '636674841', '684052572']",0.27,0.016265060240963858,0.030681818181818185
636950407,"['638940705', '686483339', '638267093', '631209897', '632615821', '680845303', '638335589', '639273465', '636808797', '680916524']",0.09,0.005421686746987951,0.010227272727272725
636952567,"['634344043', '634667159', '681222419', '681675571', '681301038', '636547897', '637396857', '636859567', '682643925', '636400975']",0.0,0.0,0.0
636957033,"['638791029', '636070081', '635486083', '636317151', '635312649', '636477423', '637813763', '635956949', '637545251', '637326807']",0.09,0.005421686746987951,0.010227272727272725
636976063,"['635956949', '629051185', '681749796', '680184214', '684110069', '681080584', '681249774', '680337292', '686186672', '638791029']",0.09,0.005421686746987951,0.010227272727272725
637006279,"['683839366', '638513281', '680246283', '636728333', '637641545', '683563507', '634577939', '636899969', '680990890', '685491900']",0.09,0.005421686746987951,0.010227272727272725
637049417,"['682540930', '635752441', '636477423', '637635719', '637249539', '637319329', '636565999', '685277608', '637813763', '637211061']",0.0,0.0,0.0
637141467,"['637322321', '682841237', '637286137', '636768045', '680161394', '635375207', '680311579', '636607673', '637229845', '636262149']",0.0,0.0,0.0
637149005,"['686051092', '636370419', '684402450', '682528680', '685778385', '681638899', '680184784', '685749744', '682495035', '637434907']",0.0,0.0,0.0
637186603,"['636540891', '638076059', '680384103', '637175789', '685491900', '636584691', '684198493', '636957785', '638658107', '637170755']",0.0,0.0,0.0
637281205,"['636823617', '685119990', '635956949', '635679513', '638791029', '634783695', '638753989', '680435946', '682812827', '684110069']",0.09,0.005421686746987951,0.010227272727272725
637306569,"['682929395', '680120599', '685680080', '637324645', '680435946', '637273555', '681223890', '680165947', '636262149', '636264221']",0.18,0.010843373493975902,0.02045454545454545
637311783,"['682607388', '637061303', '635905707', '638115591', '629781465', '681929483', '638761401', '638185175', '685223806', '686137349']",0.0,0.0,0.0
637324645,"['680120599', '634499761', '635370581', '637202097', '636768045', '638076059', '636808797', '636153509', '634531423', '635187357']",0.0,0.0,0.0
637325333,"['684945812', '683576641', '684042634', '683795055', '684886641', '683914887', '683220131', '636389181', '682929395', '686023149']",0.0,0.0,0.0
637344625,"['682929395', '637536173', '680165947', '638178951', '681223890', '634499761', '681998296', '637764121', '680661013', '636768045']",0.0,0.0,0.0
637351571,"['682540930', '635752441', '680072633', '680485591', '680184214', '680120599', '680788506', '682695061', '636762725', '637545251']",0.09,0.005421686746987951,0.010227272727272725
637465249,"['637202097', '636768045', '638076059', '680161394', '634531423', '636877751', '635187357', '635375207', '680120599', '636584691']",0.0,0.0,0.0
637563873,"['636070081', '637296357', '638506433', '637376729', '638940705', '634719691', '637628809', '635650961', '638849121', '638267093']",0.09,0.005421686746987951,0.010227272727272725
637585733,"['635956949', '638296331', '635679513', '634348243', '636976063', '636541293', '680536048', '685119990', '634783695', '637545251']",0.26999999999999996,0.016265060240963854,0.030681818181818178
637662353,"['635399499', '636153509', '680120599', '634719691', '635650961', '636801041', '637845795', '638506433', '634703333', '634421795']",0.0,0.0,0.0
638014847,"['636409997', '685491900', '680161394', '682513578', '637175789', '637186603', '680358558', '637322321', '684941894', '681683420']",0.09,0.005421686746987951,0.010227272727272725
638031327,"['680551154', '685501238', '636007485', '636900463', '682670501', '681405671', '638159199', '684178273', '638614287', '682570682']",0.0,0.0,0.0
638084025,"['638513281', '636682437', '683152188', '638267093', '634421795', '681690327', '634633383', '635650961', '636617411', '638556687']",0.09,0.005421686746987951,0.010227272727272725
638279217,"['682651793', '638339245', '635684939', '684750788', '682789972', '636860113', '636538367', '680184214', '683373213', '683700009']",0.18,0.010843373493975903,0.020454545454545454
638335589,"['636682437', '636153509', '634499761', '634719691', '636880489', '636008411', '634421795', '637845795', '635097365', '635375207']",0.18,0.010843373493975902,0.02045454545454545
638343497,"['632341825', '632460853', '685987161', '685577726', '635379943', '684874395', '680509253', '682648181', '683038262', '633903299']",0.0,0.0,0.0
638849121,"['680120599', '634719691', '636846041', '634499761', '635375207', '680165947', '637249539', '637465249', '637845795', '635187357']",0.09,0.005421686746987951,0.010227272727272725
638893113,"['636070081', '637001811', '638531733', '682540930', '637326807', '635942685', '637211061', '634421795', '635752441', '637813763']",0.0,0.0,0.0
639048635,"['683066592', '682913750', '634064057', '681848266', '683795055', '681223890', '639251221', '681594814', '634415233', '683813738']",0.0,0.0,0.0
680072633,"['681291434', '636477423', '638791029', '637749307', '682812827', '684342142', '637813763', '637545251', '638339245', '635601065']",0.0,0.0,0.0
680160302,"['681400503', '633531789', '620834903', '680159555', '683205066', '633275969', '634966615', '683324229', '680477632', '633899275']",0.0,0.0,0.0
680161200,"['681474699', '638138527', '631221067', '635837319', '681770160', '637414593', '632415303', '629517453', '631611799', '637786679']",0.0,0.0,0.0
680162637,"['684209635', '637207283', '628994013', '637556093', '683803994', '683185124', '626193433', '629415027', '684366984', '621454717']",0.0,0.0,0.0
680172989,"['635904687', '636510059', '635837319', '637505397', '686186672', '637414593', '637700441', '680161200', '636823617', '682306540']",0.26999999999999996,0.016265060240963858,0.03068181818181818
680202736,"['637601793', '636682437', '638513281', '638267093', '680079917', '637322321', '637628809', '681690327', '638335589', '683152188']",0.18,0.010843373493975903,0.020454545454545454
680253058,"['637062169', '634499761', '681291434', '634531423', '680161394', '637511333', '637324645', '637465249', '638076059', '680120599']",0.18,0.010843373493975903,0.020454545454545454
680273335,"['637840433', '638940705', '638893113', '683998969', '637351667', '637324645', '637175789', '680637380', '637662353', '636693965']",0.35999999999999993,0.021686746987951807,0.04090909090909091
680297697,"['630744079', '683798258', '680363839', '629644071', '629225605', '633173133', '633914669', '633024669', '685556588', '684984085']",0.0,0.0,0.0
680386271,"['637582653', '637351667', '636540891', '637252331', '637511333', '637170755', '638068797', '638658107', '684477708', '680769759']",0.0,0.0,0.0
680449293,"['686853218', '681680332', '682607388', '636656005', '681272206', '683395543', '684230665', '682687244', '636360241', '682902862']",0.0,0.0,0.0
680482279,"['637324645', '687137254', '686720748', '681298899', '684252577', '635318677', '628798891', '687209103', '681717647', '636937137']",0.26999999999999996,0.016265060240963854,0.030681818181818178
680550035,"['635698341', '636976063', '680249345', '684834877', '683395543', '682454435', '683038262', '685735367', '629022119', '682307396']",0.09,0.005421686746987951,0.010227272727272725
680575928,"['629693821', '681859120', '686426482', '636184437', '682566327', '622455471', '685419310', '635177555', '682418073', '633223071']",0.0,0.0,0.0
680767193,"['638940705', '637628809', '680120599', '634719691', '638506433', '638556687', '682372807', '638335589', '635650961', '637873279']",0.09,0.005421686746987951,0.010227272727272725
680785409,"['683444118', '636405437', '638159199', '636958025', '621180181', '681433877', '636823617', '635204179', '684049694', '636873483']",0.09,0.005421686746987951,0.010227272727272725
680797216,"['637351667', '638556687', '634719691', '636814931', '635375207', '637454495', '636153509', '636949327', '637138227', '682540930']",0.09,0.005421686746987951,0.010227272727272725
680934872,"['636538367', '635679513', '635684939', '634562827', '634348243', '636515215', '637281205', '681868804', '638791029', '682812827']",0.36,0.021686746987951804,0.0409090909090909
680996070,"['682958799', '684500967', '686027508', '637281205', '686708216', '685277247', '682963691', '681079450', '630175215', '681868804']",0.09,0.005421686746987951,0.010227272727272725
681142303,"['681080584', '634783695', '681269432', '636155483', '634464535', '686721917', '635343653', '636826155', '681675069', '681868804']",0.0,0.0,0.0
681298899,"['680120599', '637376729', '637628809', '634719691', '634984739', '635459413', '637412303', '635650961', '680435946', '636317151']",0.0,0.0,0.0
681433877,"['682306540', '680932374', '638958369', '680199319', '680184214', '638178951', '685119990', '681249774', '637545251', '682157852']",0.0,0.0,0.0
681502894,"['681585469', '684252577', '682556457', '681717647', '681222419', '681322635', '630956107', '685054195', '637234947', '680652835']",0.0,0.0,0.0
681648904,"['681234452', '634458971', '680296055', '680525223', '634969227', '637361841', '681688136', '680598516', '680754481', '638533341']",0.0,0.0,0.0
682095266,"['636070081', '636949327', '681301038', '638162501', '636317151', '680485591', '638791029', '637211061', '636875241', '637749307']",0.0,0.0,0.0
682222041,"['680307205', '682789972', '638339245', '680427959', '634531423', '680485591', '680798949', '683739846', '634348243', '635876863']",0.09,0.005421686746987951,0.010227272727272725
682268779,"['685298443', '624683625', '683752892', '680622693', '638159199', '636823617', '680172989', '683705758', '636144003', '636958025']",0.18,0.010843373493975903,0.020454545454545454
682834585,"['637309917', '682670501', '636119677', '638027461', '682306540', '634583753', '680435946', '636128593', '638000527', '634575665']",0.0,0.0,0.0
682967543,"['683047370', '634351181', '685119990', '636823617', '635137531', '686141166', '680622693', '683752892', '637545251', '635318677']",0.0,0.0,0.0
683271977,"['623781189', '638878997', '638698919', '684252577', '639169125', '680577279', '681222419', '685368426', '681442882', '681717647']",0.0,0.0,0.0
683301361,"['686100280', '636540891', '638563571', '637511333', '637170755', '638339245', '637062169', '637186603', '685491900', '637351667']",0.18,0.010843373493975903,0.020454545454545454
683457005,"['622359967', '685351267', '680101271', '686720748', '633448953', '681235567', '637157129', '634087247', '636768833', '638115823']",0.09,0.005421686746987951,0.010227272727272725
684052572,"['635752441', '636317151', '636070081', '637249539', '636842053', '636674841', '638541971', '680186256', '682540930', '638791029']",0.0,0.0,0.0
684363000,"['634792949', '683878798', '635942239', '684834877', '680968846', '635264745', '682723935', '680892769', '683468661', '684265855']",0.0,0.0,0.0
684584301,"['636900463', '681770160', '684230665', '681498517', '682080912', '629892769', '681307872', '632439353', '682555357', '680935775']",0.0,0.0,0.0
684591535,"['636368917', '634303493', '683937906', '637489877', '680898422', '683060130', '680112601', '680548484', '687138537', '684462262']",0.0,0.0,0.0
684808434,"['681717647', '623781189', '684314929', '639011073', '628326279', '683825384', '630260973', '680270319', '681222419', '636657151']",0.0,0.0,0.0
685432718,"['681458853', '683911184', '637665599', '622155485', '681128287', '631237855', '681301038', '634792949', '636177385', '636603491']",0.09,0.005421686746987951,0.010227272727272725
685680080,"['680966564', '637170755', '638076059', '636301211', '636477423', '637635719', '638563571', '637249539', '638204401', '685277608']",0.09,0.005421686746987951,0.010227272727272725
685794620,"['684637605', '685381972', '634389157', '684312410', '687093104', '685109842', '686578231', '684570670', '680423402', '686027508']",0.0,0.0,0.0
686100280,"['638339245', '682540930', '634394247', '635338853', '683301361', '636584691', '636070081', '680307205', '635486083', '636856631']",0.09,0.005421686746987951,0.010227272727272725
686186672,"['680472987', '681703914', '637172141', '685224541', '636371557', '635486083', '681080584', '685119990', '636510059', '634783695']",0.09,0.005421686746987951,0.010227272727272725
686720748,"['686678743', '687137254', '637234947', '684645981', '683316767', '631845501', '684252577', '681717647', '633433223', '682306540']",0.0,0.0,0.0
686856365,"['686057104', '686356897', '686771582', '686477697', '686044483', '635061879', '686855509', '686689523', '686264294', '685899657']",0.0,0.0,0.0
686994243,"['637501883', '681601584', '631664905', '683920579', '684520523', '684402971', '630516441', '681881229', '684705625', '683835620']",0.0,0.0,0.0
687179781,"['687293270', '634348243', '686141166', '684752997', '634783695', '637491457', '635679513', '682222041', '638279217', '636261447']",0.35999999999999993,0.021686746987951804,0.0409090909090909
687243564,"['687345954', '687362821', '687293270', '687368802', '687149899', '687259215', '687229195', '687328261', '687295881', '687370443']",0.0,0.0,0.0
627370135,"['621707619', '638565407', '685968393', '682530944', '627595537', '627580949', '619967121', '680876596', '684060004', '637952343']",0.0,0.0,0.0
627557965,"['686131955', '685390847', '627911121', '638374467', '627945621', '685002022', '684325934', '684252198', '683014056', '683350835']",0.18,0.04,0.06545454545454545
627763417,"['686060641', '685899358', '627963809', '627619329', '628309203', '683222180', '680150437', '684449760', '681193584', '681920549']",0.09,0.02,0.03272727272727272
627851173,"['624992135', '683712196', '682478160', '684059983', '680547882', '684401001', '623034213', '625824777', '630131423', '684325192']",0.0,0.0,0.0
627868953,"['630427565', '628131649', '625820955', '638322895', '685617927', '630294061', '636424621', '685320745', '635127539', '629041777']",0.18,0.04,0.06545454545454545
627875227,"['627763417', '684306928', '633644387', '682067810', '680173419', '680161359', '681648639', '636637043', '684183894', '686415072']",0.09,0.02,0.03272727272727272
627883343,"['687055897', '627893573', '634304933', '635999445', '627037571', '633014399', '685768184', '634506475', '636230677', '684306264']",0.09,0.02,0.03272727272727272
627892047,"['627893721', '685510182', '683865522', '635394027', '639228623', '635066701', '619800275', '684217848', '621279799', '684264135']",0.09,0.02,0.03272727272727272
627893573,"['627913303', '627976339', '627963809', '686499074', '636959847', '682902081', '682091659', '687314081', '624992135', '637191867']",0.26999999999999996,0.06,0.09818181818181816
627893721,"['627892047', '683865522', '620322227', '685458173', '623124673', '629175037', '626882611', '639228623', '627851173', '685617927']",0.18,0.04,0.06545454545454545
627900917,"['687240446', '624467807', '619523939', '685490275', '684640482', '684482209', '683538293', '626245153', '686092541', '620534103']",0.0,0.0,0.0
627910301,"['627911121', '636774737', '636552441', '684428529', '685527804', '684081231', '681962019', '684242007', '637642421', '637218705']",0.09,0.02,0.03272727272727272
627911121,"['634594685', '638352283', '635337535', '638056017', '680176109', '634176023', '687151909', '636603517', '683183031', '683963900']",0.0,0.0,0.0
627913303,"['627893573', '627976339', '627963809', '621092813', '635456459', '683278635', '686953087', '636531403', '686248458', '684570333']",0.26999999999999996,0.06,0.09818181818181816
627918529,"['684499798', '686064550', '682318718', '687093069', '685382812', '686854424', '681076191', '627994761', '687235976', '683332960']",0.0,0.0,0.0
627926625,"['636690097', '638109035', '684045693', '629806809', '681309294', '683875144', '631645913', '638135391', '683899492', '686613771']",0.0,0.0,0.0
627929411,"['627185097', '627359199', '627874945', '626419639', '619039775', '625188677', '623760501', '622209001', '623821635', '626430281']",0.0,0.0,0.0
627945621,"['681079075', '638688379', '635726889', '627911121', '622386673', '632492829', '680496316', '627976833', '621548697', '681906238']",0.09,0.02,0.03272727272727272
627949055,"['683004247', '636263503', '634304933', '631242011', '681633054', '635268373', '682338272', '681771108', '684746183', '684847060']",0.0,0.0,0.0
627963809,"['619439551', '627976339', '627893573', '627794609', '624160783', '627692689', '622744833', '638620693', '624023697', '627913303']",0.27,0.059999999999999984,0.09818181818181815
627975679,"['627976973', '685122838', '684614406', '624391277', '634087599', '685289400', '684229700', '685131517', '632753957', '638495015']",0.09,0.02,0.03272727272727272
627976339,"['627893573', '627963809', '622102657', '680547882', '627913303', '627242257', '624160783', '683779930', '683085542', '635779923']",0.26999999999999996,0.06,0.09818181818181816
627976973,"['627975679', '625848895', '683025824', '623511611', '629258865', '684264135', '682274290', '629141517', '680644929', '683837915']",0.09,0.02,0.03272727272727272
628006003,"['632181017', '628754421', '629846331', '632443877', '633573155', '632322199', '629124029', '632069203', '631090347', '633893121']",0.0,0.0,0.0
628025765,"['687344319', '628041175', '622858795', '682610620', '635263057', '684838001', '685802247', '620142801', '686937075', '683431392']",0.0,0.0,0.0
628041125,"['631644541', '629289327', '682793179', '611568491', '630294061', '635779923', '635360375', '628009377', '680769920', '638276847']",0.09,0.02,0.03272727272727272
628042359,"['685654572', '685577489', '682212100', '684328607', '635392965', '636250339', '681753797', '630692503', '683457877', '628855161']",0.0,0.0,0.0
628042991,"['630786755', '630526003', '630410049', '628715839', '632869237', '683194995', '615351707', '686403343', '628939087', '684286111']",0.0,0.0,0.0
628113195,"['627851173', '635098011', '685719502', '683521186', '682565368', '683468200', '682568489', '684405476', '681282101', '684662154']",0.09,0.02,0.03272727272727272
628131649,"['682648761', '631896405', '631172919', '630443757', '631178471', '629162233', '631622031', '630896313', '633552273', '630294061']",0.09,0.02,0.03272727272727272
628145061,"['628951471', '628998429', '629412607', '630255383', '629645315', '629394875', '629965705', '625914285', '628979731', '629396261']",0.0,0.0,0.0
628300983,"['683397963', '639255057', '629343261', '685577489', '633477255', '629407279', '629688821', '632489117', '680685551', '631272527']",0.0,0.0,0.0
628340409,"['630294061', '685577489', '629092357', '634968515', '630134189', '630896313', '682510979', '680599867', '629194375', '680967694']",0.09,0.02,0.03272727272727272
628359899,"['634121573', '633624369', '623054323', '633527221', '633477255', '631573189', '633071807', '632605679', '629015113', '632620451']",0.0,0.0,0.0
628464583,"['681260704', '681484675', '629601189', '624945281', '683868912', '629536691', '683283526', '638836771', '627667941', '681246792']",0.0,0.0,0.0
628488343,"['623382763', '628687429', '630104503', '630648845', '631943765', '630877239', '628851049', '629638259', '633698055', '632876783']",0.0,0.0,0.0
628738535,"['630589213', '686245748', '683892403', '628976797', '684308069', '683725903', '682192170', '615501525', '630294061', '638817599']",0.09,0.02,0.03272727272727272
628747461,"['628994059', '631890401', '631088487', '631154061', '628767097', '633209483', '630987829', '638208113', '632129939', '631323703']",0.0,0.0,0.0
628787527,"['682739323', '684673486', '631467823', '683838100', '680400688', '620666561', '626302177', '683918695', '638143673', '633419425']",0.0,0.0,0.0
628790853,"['682341804', '681586948', '685063198', '637565945', '684825568', '632051475', '684767191', '681546220', '633690343', '684817877']",0.0,0.0,0.0
628867579,"['685578146', '681920549', '681220301', '629141517', '637271547', '683025824', '684006996', '620934135', '681759536', '627667941']",0.0,0.0,0.0
628896935,"['684960038', '684934183', '682765998', '685263235', '681278146', '683201543', '684883751', '683397798', '631651023', '684674406']",0.0,0.0,0.0
630061431,"['681398448', '681550292', '634204593', '682294830', '635261753', '622590531', '621247713', '628785433', '623254793', '632374135']",0.0,0.0,0.0
630294061,"['629141517', '683344879', '684197217', '633022345', '631495051', '684934183', '638817599', '683448908', '681580853', '628131649']",0.09,0.02,0.03272727272727272
631923583,"['681117301', '631173957', '631864973', '631507405', '631588417', '629631199', '683671543', '632519835', '630704059', '628471835']",0.0,0.0,0.0
632818055,"['630308113', '628042991', '633090487', '629682247', '631047745', '686021982', '681607636', '629910809', '631075265', '630934743']",0.09,0.02,0.03272727272727272
626190053,"['630396505', '686922010', '684059288', '686360704', '637393941', '681874474', '682574729', '636975525', '685581649', '685208567']",0.0,0.0,0.0
626775701,"['626814627', '631097921', '682074875', '626709757', '686164021', '680317399', '626519869', '635376769', '682791151', '684201074']",0.18,0.04090909090909091,0.06666666666666667
626814627,"['682392594', '630522593', '631123611', '682941510', '634437945', '630130457', '634198759', '630191137', '680278427', '681218175']",0.09,0.020454545454545458,0.03333333333333334
627105043,"['683309071', '683659884', '628884349', '631448943', '632903241', '682762719', '638570611', '629934181', '680743831', '631199109']",0.0,0.0,0.0
627334331,"['626814627', '683276182', '637309927', '682373624', '684268094', '685785132', '633360845', '682555698', '631993999', '635249333']",0.09,0.020454545454545458,0.03333333333333334
627556261,"['680167502', '684654827', '636868499', '631533507', '636878721', '624514443', '682005635', '637723943', '633647935', '623098239']",0.0,0.0,0.0
627575397,"['638960867', '631992273', '631625093', '636869919', '683650941', '631000451', '681973736', '629891093', '683391686', '633190983']",0.0,0.0,0.0
627873709,"['683463553', '682098787', '639071467', '684478702', '680416299', '684627709', '680502515', '680096123', '636123945', '684308986']",0.0,0.0,0.0
627878189,"['630621417', '630205457', '680780517', '683028910', '683321853', '684828651', '629034877', '682773875', '633062119', '682756990']",0.0,0.0,0.0
627949377,"['634689349', '635141141', '620701301', '684899942', '635738257', '680245339', '682591395', '681821362', '684472929', '681777702']",0.0,0.0,0.0
628123167,"['634671465', '630396505', '681352266', '635021285', '638710887', '632083421', '683189401', '630205185', '630580093', '681190210']",0.09,0.020454545454545458,0.03333333333333334
